Year,Country of residence,Country,Refugee,Refugees
2017,Bulgaria,Kazakhstan,0,0
2017,Bulgaria,Kyrgyzstan,0,0
2017,Bulgaria,Lebanon,23,23
2017,Bulgaria,Liberia,0,0
2017,Bulgaria,Libya,0,0
2017,Bulgaria,Sri Lanka,*,0
2017,Bulgaria,Morocco,*,0
2017,Bulgaria,Mali,*,0
2017,Bulgaria,Myanmar,0,0
2017,Bulgaria,Nigeria,0,0
2017,Bulgaria,Nepal,0,0
2017,Bulgaria,Pakistan,12,12
2017,Bulgaria,Palestinian,*,0
2017,Bulgaria,Russian Federation,0,0
2017,Bulgaria,Rwanda,*,0
2017,Bulgaria,Sudan,16,16
2017,Bulgaria,Singapore,*,0
2017,Bulgaria,Somalia,50,50
2017,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),*,0
2017,Bulgaria,Syrian Arab Rep.,16549,16549
2017,Bulgaria,Tunisia,*,0
2017,Bulgaria,Turkey,12,12
2017,Bulgaria,United Rep. of Tanzania,*,0
2017,Bulgaria,Uganda,*,0
2017,Bulgaria,Ukraine,*,0
2017,Bulgaria,Stateless,959,959
2017,Bulgaria,Yemen,11,11
2017,Bulgaria,Zambia,*,0
2017,Bulgaria,Zimbabwe,0,0
2017,Bahrain,Egypt,0,0
2017,Bahrain,Iraq,246,246
2017,Bahrain,Jordan,0,0
2017,Bahrain,Lebanon,0,0
2017,Bahrain,Pakistan,*,0
2017,Bahrain,Somalia,0,0
2017,Bahrain,Yemen,9,9
2017,Bahamas,China,*,0
2017,Bahamas,Cuba,8,8
2017,Bahamas,Eritrea,*,0
2017,Bahamas,Gambia,0,0
2017,Bahamas,Haiti,0,0
2017,Bahamas,Iran (Islamic Rep. of),*,0
2017,Bahamas,Jamaica,0,0
2017,Bahamas,Nigeria,*,0
2017,Bosnia and Herzegovina,Afghanistan,0,0
2017,Bosnia and Herzegovina,Azerbaijan,0,0
2017,Bosnia and Herzegovina,Bangladesh,0,0
2017,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0
2017,Bosnia and Herzegovina,Cameroon,*,0
2017,Bosnia and Herzegovina,Dem. Rep. of the Congo,0,0
2017,Bosnia and Herzegovina,Algeria,*,0
2017,Bosnia and Herzegovina,Egypt,*,0
2017,Bosnia and Herzegovina,Croatia,5120,5120
2017,Bosnia and Herzegovina,Iran (Islamic Rep. of),0,0
2017,Bosnia and Herzegovina,Iraq,*,0
2017,Bosnia and Herzegovina,Jordan,0,0
2017,Bosnia and Herzegovina,Kenya,0,0
2017,Bosnia and Herzegovina,Libya,0,0
2017,Bosnia and Herzegovina,Morocco,0,0
2017,Bosnia and Herzegovina,Rep. of Moldova,*,0
2017,Bosnia and Herzegovina,The former Yugoslav Republic of Macedonia,*,0
2017,Bosnia and Herzegovina,Montenegro,*,0
2017,Bosnia and Herzegovina,Mauritania,0,0
2017,Bosnia and Herzegovina,Nepal,0,0
2017,Bosnia and Herzegovina,Pakistan,*,0
2017,Bosnia and Herzegovina,Palestinian,*,0
2017,Bosnia and Herzegovina,Russian Federation,0,0
2017,Bosnia and Herzegovina,Saudi Arabia,*,0
2017,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),69,69
2017,Bosnia and Herzegovina,Slovenia,0,0
2017,Bosnia and Herzegovina,Syrian Arab Rep.,15,15
2017,Bosnia and Herzegovina,Tajikistan,0,0
2017,Bosnia and Herzegovina,Tunisia,0,0
2017,Bosnia and Herzegovina,Turkey,5,5
2017,Bosnia and Herzegovina,Stateless,0,0
2017,Belarus,Afghanistan,209,209
2017,Belarus,Armenia,*,0
2017,Belarus,Azerbaijan,5,5
2017,Belarus,Bangladesh,0,0
2017,Belarus,Canada,0,0
2017,Belarus,Egypt,5,5
2017,Belarus,Eritrea,*,0
2017,Belarus,Estonia,0,0
2017,Belarus,Ethiopia,5,5
2017,Belarus,France,0,0
2017,Belarus,Georgia,59,59
2017,Belarus,Iran (Islamic Rep. of),5,5
2017,Belarus,Iraq,13,13
2017,Belarus,Kazakhstan,*,0
2017,Belarus,Kyrgyzstan,*,0
2017,Belarus,Lebanon,*,0
2017,Belarus,Liberia,*,0
2017,Belarus,Libya,9,9
2017,Belarus,Rep. of Moldova,0,0
2017,Belarus,Nigeria,0,0
2017,Belarus,Pakistan,0,0
2017,Belarus,Palestinian,*,0
2017,Belarus,Russian Federation,0,0
2017,Belarus,Rwanda,*,0
2017,Belarus,Somalia,*,0
2017,Belarus,Slovakia,0,0
2017,Belarus,Syrian Arab Rep.,87,87
2017,Belarus,Tajikistan,12,12
2017,Belarus,Turkey,0,0
2017,Belarus,Ukraine,1694,1694
2017,Belarus,Stateless,0,0
2017,Belarus,Yemen,42,42
2017,Belize,Colombia,0,0
2017,Belize,Guatemala,0,0
2017,Belize,Honduras,0,0
2017,Belize,Haiti,0,0
2017,Belize,Jamaica,0,0
2017,Belize,Nicaragua,0,0
2017,Belize,Pakistan,0,0
2017,Belize,Peru,0,0
2017,Belize,El Salvador,0,0
2017,Belize,United States of America,0,0
2017,Belize,Various/Unknown,0,0
2017,Bolivia (Plurinational State of),Angola,*,0
2017,Bolivia (Plurinational State of),Chile,8,8
2017,Bolivia (Plurinational State of),Cote d'Ivoire,*,0
2017,Bolivia (Plurinational State of),Cameroon,*,0
2017,Bolivia (Plurinational State of),Congo,*,0
2017,Bolivia (Plurinational State of),Colombia,195,195
2017,Bolivia (Plurinational State of),Cuba,9,9
2017,Bolivia (Plurinational State of),Ecuador,*,0
2017,Bolivia (Plurinational State of),Ethiopia,*,0
2017,Bolivia (Plurinational State of),Ghana,*,0
2017,Bolivia (Plurinational State of),Honduras,*,0
2017,Bolivia (Plurinational State of),Iraq,16,16
2017,Bolivia (Plurinational State of),Israel,*,0
2017,Bolivia (Plurinational State of),Sri Lanka,*,0
2017,Bolivia (Plurinational State of),Mexico,0,0
2017,Bolivia (Plurinational State of),Nigeria,*,0
2017,Bolivia (Plurinational State of),Pakistan,*,0
2017,Bolivia (Plurinational State of),Peru,515,515
2017,Bolivia (Plurinational State of),Portugal,*,0
2017,Bolivia (Plurinational State of),Russian Federation,5,5
2017,Bolivia (Plurinational State of),Serbia and Kosovo (S/RES/1244 (1999)),*,0
2017,Bolivia (Plurinational State of),Syrian Arab Rep.,13,13
2017,Bolivia (Plurinational State of),Ukraine,*,0
2017,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),*,0
2017,Brazil,Afghanistan,99,99
2017,Brazil,Angola,1112,1112
2017,Brazil,Albania,0,0
2017,Brazil,Andorra,0,0
2017,Brazil,United Arab Emirates,*,0
2017,Brazil,Argentina,11,11
2017,Brazil,Armenia,*,0
2017,Brazil,Australia,0,0
2017,Brazil,Burundi,39,39
2017,Brazil,Belgium,0,0
2017,Brazil,Benin,*,0
2017,Brazil,Burkina Faso,*,0
2017,Brazil,Bangladesh,10,10
2017,Brazil,Bulgaria,0,0
2017,Brazil,Bahrain,0,0
2017,Brazil,Bosnia and Herzegovina,*,0
2017,Brazil,Belarus,0,0
2017,Brazil,Belize,0,0
2017,Brazil,Bolivia (Plurinational State of),153,153
2017,Brazil,Barbados,0,0
2017,Brazil,Bhutan,30,30
2017,Brazil,Central African Rep.,5,5
2017,Brazil,Canada,0,0
2017,Brazil,Switzerland,0,0
2017,Brazil,Chile,21,21
2017,Brazil,China,*,0
2017,Brazil,Cote d'Ivoire,48,48
2017,Brazil,Cameroon,56,56
2017,Brazil,Dem. Rep. of the Congo,1368,1368
2017,Brazil,Congo,20,20
2017,Brazil,Colombia,1291,1291
2017,Brazil,Cabo Verde,*,0
2017,Brazil,Costa Rica,*,0
2017,Brazil,Cuba,153,153
2017,Brazil,Cyprus,0,0
2017,Brazil,Czech Rep.,0,0
2017,Brazil,Germany,0,0
2017,Brazil,Djibouti,0,0
2017,Brazil,Dominica,0,0
2017,Brazil,Denmark,0,0
2017,Brazil,Dominican Rep.,5,5
2017,Brazil,Algeria,7,7
2017,Brazil,Ecuador,57,57
2017,Brazil,Egypt,32,32
2017,Brazil,Eritrea,25,25
2017,Brazil,Spain,0,0
2017,Brazil,Estonia,0,0
2017,Brazil,Ethiopia,26,26
2017,Brazil,Fiji,0,0
2017,Brazil,France,0,0
2017,Brazil,Gabon,0,0
2017,Brazil,United Kingdom,0,0
2017,Brazil,Georgia,10,10
2017,Brazil,Ghana,33,33
2017,Brazil,Guinea,86,86
2017,Brazil,Gambia,6,6
2017,Brazil,Guinea-Bissau,19,19
2017,Brazil,Equatorial Guinea,0,0
2017,Brazil,Greece,0,0
2017,Brazil,Guatemala,0,0
2017,Brazil,French Guiana,0,0
2017,Brazil,Guam,0,0
2017,Brazil,Guyana,0,0
2017,Brazil,Honduras,0,0
2017,Brazil,Croatia,5,5
2017,Brazil,Haiti,8,8
2017,Brazil,Hungary,*,0
2017,Brazil,Indonesia,0,0
2017,Brazil,India,*,0
2017,Brazil,Iran (Islamic Rep. of),60,60
2017,Brazil,Iraq,287,287
2017,Brazil,Israel,0,0
2017,Brazil,Italy,0,0
2017,Brazil,Jamaica,0,0
2017,Brazil,Jordan,8,8
2017,Brazil,Japan,0,0
2017,Brazil,Kenya,*,0
2017,Brazil,Rep. of Korea,0,0
2017,Brazil,Kuwait,*,0
2017,Brazil,Lao People's Dem. Rep.,0,0
2017,Brazil,Lebanon,406,406
2017,Brazil,Liberia,259,259
2017,Brazil,Libya,5,5
2017,Brazil,Sri Lanka,18,18
2017,Brazil,Lesotho,0,0
2017,Brazil,Lithuania,0,0
2017,Brazil,Latvia,0,0
2017,Brazil,"China, Macao SAR",0,0
2017,Brazil,Morocco,8,8
2017,Brazil,Madagascar,0,0
2017,Brazil,Mexico,6,6
2017,Brazil,The former Yugoslav Republic of Macedonia,6,6
2017,Brazil,Mali,74,74
2017,Brazil,Malta,0,0
2017,Brazil,Myanmar,0,0
2017,Brazil,Mongolia,0,0
2017,Brazil,Mozambique,*,0
2017,Brazil,Mauritania,*,0
2017,Brazil,Malaysia,0,0
2017,Brazil,Namibia,0,0
2017,Brazil,Niger,0,0
2017,Brazil,Nigeria,119,119
2017,Brazil,Nicaragua,*,0
2017,Brazil,Norway,0,0
2017,Brazil,Nepal,6,6
2017,Brazil,New Zealand,0,0
2017,Brazil,Pakistan,260,260
2017,Brazil,Panama,0,0
2017,Brazil,Peru,45,45
2017,Brazil,Philippines,*,0
2017,Brazil,Poland,*,0
2017,Brazil,Puerto Rico,0,0
2017,Brazil,Portugal,0,0
2017,Brazil,Paraguay,8,8
2017,Brazil,Palestinian,490,490
2017,Brazil,Romania,*,0
2017,Brazil,Russian Federation,13,13
2017,Brazil,Rwanda,18,18
2017,Brazil,Saudi Arabia,0,0
2017,Brazil,Sudan,71,71
2017,Brazil,Senegal,14,14
2017,Brazil,Sierra Leone,152,152
2017,Brazil,El Salvador,13,13
2017,Brazil,Somalia,47,47
2017,Brazil,Saint-Pierre-et-Miquelon,0,0
2017,Brazil,Serbia and Kosovo (S/RES/1244 (1999)),92,92
2017,Brazil,Sao Tome and Principe,0,0
2017,Brazil,Suriname,0,0
2017,Brazil,Slovakia,0,0
2017,Brazil,Slovenia,*,0
2017,Brazil,Sweden,0,0
2017,Brazil,Syrian Arab Rep.,2905,2905
2017,Brazil,Chad,*,0
2017,Brazil,Togo,30,30
2017,Brazil,Thailand,0,0
2017,Brazil,Trinidad and Tobago,0,0
2017,Brazil,Tunisia,*,0
2017,Brazil,Turkey,5,5
2017,Brazil,United Rep. of Tanzania,7,7
2017,Brazil,Uganda,5,5
2017,Brazil,Ukraine,10,10
2017,Brazil,Uruguay,*,0
2017,Brazil,United States of America,*,0
2017,Brazil,Uzbekistan,0,0
2017,Brazil,Venezuela (Bolivarian Republic of),30,30
2017,Brazil,Viet Nam,*,0
2017,Brazil,Vanuatu,0,0
2017,Brazil,Stateless,13,13
2017,Brazil,Various/Unknown,0,0
2017,Brazil,Yemen,0,0
2017,Brazil,South Africa,5,5
2017,Brazil,Zambia,0,0
2017,Brazil,Zimbabwe,*,0
2017,Barbados,Belarus,0,0
2017,Barbados,Jamaica,*,0
2017,Brunei Darussalam,Stateless,0,0
2017,Botswana,Angola,*,0
2017,Botswana,Burundi,46,46
2017,Botswana,Dem. Rep. of the Congo,84,84
2017,Botswana,Algeria,*,0
2017,Botswana,Eritrea,10,10
2017,Botswana,Ethiopia,*,0
2017,Botswana,Kenya,*,0
2017,Botswana,Namibia,923,923
2017,Botswana,Nigeria,0,0
2017,Botswana,Rwanda,20,20
2017,Botswana,Sudan,12,12
2017,Botswana,Sierra Leone,*,0
2017,Botswana,Somalia,314,314
2017,Botswana,South Sudan,*,0
2017,Botswana,Uganda,21,21
2017,Botswana,Zambia,0,0
2017,Botswana,Zimbabwe,676,676
2017,Central African Rep.,Angola,14,14
2017,Central African Rep.,Burundi,24,24
2017,Central African Rep.,Central African Rep.,0,0
2017,Central African Rep.,Cote d'Ivoire,9,9
2017,Central African Rep.,Cameroon,*,0
2017,Central African Rep.,Dem. Rep. of the Congo,4025,4025
2017,Central African Rep.,Congo,13,13
2017,Central African Rep.,Guinea,7,7
2017,Central African Rep.,Kenya,0,0
2017,Central African Rep.,Liberia,*,0
2017,Central African Rep.,Mali,*,0
2017,Central African Rep.,Rwanda,184,184
2017,Central African Rep.,Sudan,502,502
2017,Central African Rep.,Senegal,*,0
2017,Central African Rep.,Sierra Leone,*,0
2017,Central African Rep.,Somalia,*,0
2017,Central African Rep.,South Sudan,2049,2049
2017,Central African Rep.,Chad,3184,3184
2017,Central African Rep.,Togo,0,0
2017,Central African Rep.,Turkey,7,7
2017,Central African Rep.,United Rep. of Tanzania,*,0
2017,Central African Rep.,Uganda,5,5
2017,Central African Rep.,Yemen,0,0
2017,Canada,Afghanistan,3356,3356
2017,Canada,Angola,99,99
2017,Canada,Albania,853,853
2017,Canada,United Arab Emirates,35,35
2017,Canada,Argentina,26,26
2017,Canada,Armenia,85,85
2017,Canada,Antigua and Barbuda,94,94
2017,Canada,Australia,*,0
2017,Canada,Austria,0,0
2017,Canada,Azerbaijan,297,297
2017,Canada,Burundi,2022,2022
2017,Canada,Belgium,14,14
2017,Canada,Benin,54,54
2017,Canada,Burkina Faso,95,95
2017,Canada,Bangladesh,905,905
2017,Canada,Bulgaria,135,135
2017,Canada,Bahrain,46,46
2017,Canada,Bahamas,194,194
2017,Canada,Bosnia and Herzegovina,35,35
2017,Canada,Belarus,95,95
2017,Canada,Belize,16,16
2017,Canada,Bolivia (Plurinational State of),50,50
2017,Canada,Brazil,64,64
2017,Canada,Barbados,167,167
2017,Canada,Bhutan,7,7
2017,Canada,Botswana,255,255
2017,Canada,Central African Rep.,70,70
2017,Canada,Switzerland,0,0
2017,Canada,Chile,52,52
2017,Canada,China,7180,7180
2017,Canada,Cote d'Ivoire,253,253
2017,Canada,Cameroon,1039,1039
2017,Canada,Dem. Rep. of the Congo,1816,1816
2017,Canada,Congo,281,281
2017,Canada,Colombia,8049,8049
2017,Canada,Comoros,*,0
2017,Canada,Costa Rica,15,15
2017,Canada,Cuba,836,836
2017,Canada,Cayman Islands,*,0
2017,Canada,Cyprus,0,0
2017,Canada,Czech Rep.,420,420
2017,Canada,Germany,*,0
2017,Canada,Djibouti,801,801
2017,Canada,Dominica,5,5
2017,Canada,Denmark,0,0
2017,Canada,Dominican Rep.,124,124
2017,Canada,Algeria,390,390
2017,Canada,Ecuador,59,59
2017,Canada,Egypt,1329,1329
2017,Canada,Eritrea,2131,2131
2017,Canada,Western Sahara,*,0
2017,Canada,Spain,6,6
2017,Canada,Estonia,5,5
2017,Canada,Ethiopia,1631,1631
2017,Canada,Finland,0,0
2017,Canada,Fiji,60,60
2017,Canada,France,10,10
2017,Canada,Gabon,36,36
2017,Canada,United Kingdom,11,11
2017,Canada,Georgia,276,276
2017,Canada,Ghana,298,298
2017,Canada,Guinea,442,442
2017,Canada,Gambia,82,82
2017,Canada,Guinea-Bissau,9,9
2017,Canada,Equatorial Guinea,13,13
2017,Canada,Greece,14,14
2017,Canada,Grenada,64,64
2017,Canada,Guatemala,554,554
2017,Canada,Guyana,148,148
2017,Canada,"China, Hong Kong SAR",6,6
2017,Canada,Honduras,934,934
2017,Canada,Croatia,204,204
2017,Canada,Haiti,6874,6874
2017,Canada,Hungary,2912,2912
2017,Canada,Indonesia,119,119
2017,Canada,India,1281,1281
2017,Canada,Ireland,0,0
2017,Canada,Iran (Islamic Rep. of),2197,2197
2017,Canada,Iraq,2792,2792
2017,Canada,Israel,181,181
2017,Canada,Italy,*,0
2017,Canada,Jamaica,893,893
2017,Canada,Jordan,353,353
2017,Canada,Japan,*,0
2017,Canada,Kazakhstan,126,126
2017,Canada,Kenya,463,463
2017,Canada,Kyrgyzstan,61,61
2017,Canada,Cambodia,71,71
2017,Canada,Kiribati,*,0
2017,Canada,Saint Kitts and Nevis,40,40
2017,Canada,Rep. of Korea,102,102
2017,Canada,Kuwait,86,86
2017,Canada,Lao People's Dem. Rep.,5,5
2017,Canada,Lebanon,838,838
2017,Canada,Liberia,91,91
2017,Canada,Libya,1118,1118
2017,Canada,Saint Lucia,967,967
2017,Canada,Sri Lanka,4195,4195
2017,Canada,Lesotho,*,0
2017,Canada,Lithuania,20,20
2017,Canada,Latvia,75,75
2017,Canada,Morocco,151,151
2017,Canada,Rep. of Moldova,121,121
2017,Canada,Madagascar,16,16
2017,Canada,Mexico,3846,3846
2017,Canada,The former Yugoslav Republic of Macedonia,43,43
2017,Canada,Mali,142,142
2017,Canada,Myanmar,60,60
2017,Canada,Montenegro,19,19
2017,Canada,Mongolia,143,143
2017,Canada,Mozambique,0,0
2017,Canada,Mauritania,151,151
2017,Canada,Mauritius,5,5
2017,Canada,Malawi,16,16
2017,Canada,Malaysia,32,32
2017,Canada,Namibia,360,360
2017,Canada,Niger,57,57
2017,Canada,Nigeria,4800,4800
2017,Canada,Nicaragua,82,82
2017,Canada,Netherlands,*,0
2017,Canada,Norway,0,0
2017,Canada,Nepal,557,557
2017,Canada,Oman,9,9
2017,Canada,Pakistan,4971,4971
2017,Canada,Panama,16,16
2017,Canada,Peru,252,252
2017,Canada,Philippines,96,96
2017,Canada,Papua New Guinea,*,0
2017,Canada,Poland,125,125
2017,Canada,Dem. People's Rep. of Korea,484,484
2017,Canada,Portugal,*,0
2017,Canada,Paraguay,21,21
2017,Canada,Palestinian,777,777
2017,Canada,Qatar,12,12
2017,Canada,Romania,193,193
2017,Canada,Russian Federation,877,877
2017,Canada,Rwanda,1013,1013
2017,Canada,Saudi Arabia,277,277
2017,Canada,Sudan,802,802
2017,Canada,Senegal,238,238
2017,Canada,Singapore,15,15
2017,Canada,Solomon Islands,28,28
2017,Canada,Sierra Leone,72,72
2017,Canada,El Salvador,1354,1354
2017,Canada,San Marino,*,0
2017,Canada,Somalia,3035,3035
2017,Canada,Saint-Pierre-et-Miquelon,*,0
2017,Canada,Serbia and Kosovo (S/RES/1244 (1999)),288,288
2017,Canada,South Sudan,12,12
2017,Canada,Suriname,8,8
2017,Canada,Slovakia,696,696
2017,Canada,Slovenia,*,0
2017,Canada,Sweden,0,0
2017,Canada,Swaziland,141,141
2017,Canada,Seychelles,5,5
2017,Canada,Syrian Arab Rep.,3095,3095
2017,Canada,Turks and Caicos Islands,*,0
2017,Canada,Chad,427,427
2017,Canada,Togo,110,110
2017,Canada,Thailand,17,17
2017,Canada,Tajikistan,44,44
2017,Canada,Turkmenistan,13,13
2017,Canada,Timor-Leste,0,0
2017,Canada,Trinidad and Tobago,135,135
2017,Canada,Tunisia,189,189
2017,Canada,Turkey,2833,2833
2017,Canada,United Rep. of Tanzania,147,147
2017,Canada,Uganda,541,541
2017,Canada,Ukraine,1126,1126
2017,Canada,Uruguay,7,7
2017,Canada,United States of America,48,48
2017,Canada,Uzbekistan,172,172
2017,Canada,Saint Vincent and the Grenadines,1253,1253
2017,Canada,Venezuela (Bolivarian Republic of),1345,1345
2017,Canada,Viet Nam,44,44
2017,Canada,Vanuatu,*,0
2017,Canada,Stateless,307,307
2017,Canada,Various/Unknown,85,85
2017,Canada,Yemen,648,648
2017,Canada,South Africa,58,58
2017,Canada,Zambia,28,28
2017,Canada,Zimbabwe,1146,1146
2017,Switzerland,Afghanistan,8151,8151
2017,Switzerland,Angola,774,774
2017,Switzerland,Albania,86,86
2017,Switzerland,Argentina,*,0
2017,Switzerland,Armenia,132,132
2017,Switzerland,Austria,*,0
2017,Switzerland,Azerbaijan,80,80
2017,Switzerland,Burundi,84,84
2017,Switzerland,Benin,22,22
2017,Switzerland,Burkina Faso,19,19
2017,Switzerland,Bangladesh,62,62
2017,Switzerland,Bulgaria,9,9
2017,Switzerland,Bahrain,*,0
2017,Switzerland,Bosnia and Herzegovina,2026,2026
2017,Switzerland,Belarus,43,43
2017,Switzerland,Bolivia (Plurinational State of),*,0
2017,Switzerland,Brazil,14,14
2017,Switzerland,Brunei Darussalam,*,0
2017,Switzerland,Bhutan,*,0
2017,Switzerland,Central African Rep.,13,13
2017,Switzerland,Canada,*,0
2017,Switzerland,Chile,12,12
2017,Switzerland,China,2973,2973
2017,Switzerland,Cote d'Ivoire,169,169
2017,Switzerland,Cameroon,188,188
2017,Switzerland,Dem. Rep. of the Congo,1288,1288
2017,Switzerland,Congo,67,67
2017,Switzerland,Colombia,254,254
2017,Switzerland,Cabo Verde,*,0
2017,Switzerland,Cuba,40,40
2017,Switzerland,Czech Rep.,7,7
2017,Switzerland,Germany,*,0
2017,Switzerland,Djibouti,14,14
2017,Switzerland,Dominican Rep.,*,0
2017,Switzerland,Algeria,160,160
2017,Switzerland,Ecuador,7,7
2017,Switzerland,Egypt,106,106
2017,Switzerland,Eritrea,30935,30935
2017,Switzerland,Western Sahara,7,7
2017,Switzerland,Spain,*,0
2017,Switzerland,Ethiopia,1418,1418
2017,Switzerland,Finland,*,0
2017,Switzerland,France,*,0
2017,Switzerland,Gabon,*,0
2017,Switzerland,Georgia,142,142
2017,Switzerland,Ghana,17,17
2017,Switzerland,Guinea,154,154
2017,Switzerland,Gambia,46,46
2017,Switzerland,Guinea-Bissau,60,60
2017,Switzerland,Equatorial Guinea,*,0
2017,Switzerland,Greece,0,0
2017,Switzerland,Guatemala,6,6
2017,Switzerland,Honduras,*,0
2017,Switzerland,Croatia,33,33
2017,Switzerland,Haiti,*,0
2017,Switzerland,Hungary,7,7
2017,Switzerland,Indonesia,0,0
2017,Switzerland,India,39,39
2017,Switzerland,Iran (Islamic Rep. of),1637,1637
2017,Switzerland,Iraq,4015,4015
2017,Switzerland,Israel,*,0
2017,Switzerland,Italy,5,5
2017,Switzerland,Jordan,57,57
2017,Switzerland,Kazakhstan,12,12
2017,Switzerland,Kenya,43,43
2017,Switzerland,Kyrgyzstan,18,18
2017,Switzerland,Cambodia,322,322
2017,Switzerland,Rep. of Korea,0,0
2017,Switzerland,Kuwait,*,0
2017,Switzerland,Lao People's Dem. Rep.,127,127
2017,Switzerland,Lebanon,41,41
2017,Switzerland,Liberia,44,44
2017,Switzerland,Libya,297,297
2017,Switzerland,Sri Lanka,5581,5581
2017,Switzerland,Lithuania,0,0
2017,Switzerland,Latvia,*,0
2017,Switzerland,Morocco,62,62
2017,Switzerland,Rep. of Moldova,7,7
2017,Switzerland,Madagascar,5,5
2017,Switzerland,Mexico,0,0
2017,Switzerland,The former Yugoslav Republic of Macedonia,188,188
2017,Switzerland,Mali,29,29
2017,Switzerland,Myanmar,40,40
2017,Switzerland,Montenegro,45,45
2017,Switzerland,Mongolia,118,118
2017,Switzerland,Mauritania,6,6
2017,Switzerland,Mauritius,*,0
2017,Switzerland,Malaysia,*,0
2017,Switzerland,Niger,11,11
2017,Switzerland,Nigeria,185,185
2017,Switzerland,Nicaragua,*,0
2017,Switzerland,Nepal,19,19
2017,Switzerland,Pakistan,150,150
2017,Switzerland,Panama,*,0
2017,Switzerland,Peru,8,8
2017,Switzerland,Philippines,6,6
2017,Switzerland,Poland,*,0
2017,Switzerland,Dem. People's Rep. of Korea,*,0
2017,Switzerland,Portugal,*,0
2017,Switzerland,Paraguay,*,0
2017,Switzerland,Romania,20,20
2017,Switzerland,Russian Federation,734,734
2017,Switzerland,Rwanda,140,140
2017,Switzerland,Saudi Arabia,*,0
2017,Switzerland,Sudan,277,277
2017,Switzerland,Senegal,42,42
2017,Switzerland,Sierra Leone,34,34
2017,Switzerland,El Salvador,5,5
2017,Switzerland,Somalia,4574,4574
2017,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),2777,2777
2017,Switzerland,South Sudan,7,7
2017,Switzerland,Slovakia,*,0
2017,Switzerland,Slovenia,*,0
2017,Switzerland,Syrian Arab Rep.,13639,13639
2017,Switzerland,Chad,49,49
2017,Switzerland,Togo,669,669
2017,Switzerland,Thailand,*,0
2017,Switzerland,Tajikistan,11,11
2017,Switzerland,Turkmenistan,*,0
2017,Switzerland,Tunisia,273,273
2017,Switzerland,Turkey,3440,3440
2017,Switzerland,United Rep. of Tanzania,15,15
2017,Switzerland,Uganda,40,40
2017,Switzerland,Ukraine,42,42
2017,Switzerland,Uruguay,*,0
2017,Switzerland,United States of America,*,0
2017,Switzerland,Uzbekistan,50,50
2017,Switzerland,Venezuela (Bolivarian Republic of),5,5
2017,Switzerland,Viet Nam,996,996
2017,Switzerland,Stateless,519,519
2017,Switzerland,Various/Unknown,1527,1527
2017,Switzerland,Yemen,339,339
2017,Switzerland,South Africa,14,14
2017,Switzerland,Zimbabwe,15,15
2017,Chile,Afghanistan,13,13
2017,Chile,Angola,0,0
2017,Chile,Albania,0,0
2017,Chile,Argentina,*,0
2017,Chile,Bangladesh,0,0
2017,Chile,Belarus,0,0
2017,Chile,Bolivia (Plurinational State of),*,0
2017,Chile,Cameroon,*,0
2017,Chile,Dem. Rep. of the Congo,6,6
2017,Chile,Congo,8,8
2017,Chile,Colombia,1117,1117
2017,Chile,Costa Rica,*,0
2017,Chile,Cuba,18,18
2017,Chile,Dominican Rep.,0,0
2017,Chile,Algeria,0,0
2017,Chile,Ecuador,23,23
2017,Chile,Egypt,*,0
2017,Chile,Spain,0,0
2017,Chile,Ghana,0,0
2017,Chile,Guatemala,0,0
2017,Chile,Honduras,0,0
2017,Chile,Haiti,*,0
2017,Chile,Iran (Islamic Rep. of),*,0
2017,Chile,Iraq,*,0
2017,Chile,Israel,*,0
2017,Chile,Italy,0,0
2017,Chile,Kenya,*,0
2017,Chile,Rep. of Korea,0,0
2017,Chile,Lebanon,0,0
2017,Chile,Sri Lanka,5,5
2017,Chile,Morocco,0,0
2017,Chile,Mexico,0,0
2017,Chile,Nicaragua,0,0
2017,Chile,Pakistan,0,0
2017,Chile,Peru,113,113
2017,Chile,Poland,0,0
2017,Chile,Paraguay,0,0
2017,Chile,Palestinian,11,11
2017,Chile,Russian Federation,0,0
2017,Chile,Senegal,*,0
2017,Chile,Sierra Leone,0,0
2017,Chile,El Salvador,9,9
2017,Chile,Somalia,*,0
2017,Chile,Syrian Arab Rep.,85,85
2017,Chile,Togo,*,0
2017,Chile,Turkey,*,0
2017,Chile,Ukraine,*,0
2017,Chile,United States of America,0,0
2017,Chile,Venezuela (Bolivarian Republic of),*,0
2017,Chile,Stateless,0,0
2017,Chile,Various/Unknown,433,433
2017,Chile,Yemen,0,0
2017,China,Afghanistan,8,8
2017,China,Angola,0,0
2017,China,Burundi,5,5
2017,China,Benin,0,0
2017,China,Bangladesh,0,0
