Origin,Year,Type,Value,ocode
Bahrain,2001,Asylum-seekers,9,BHR
Bahrain,2001,Refugees,46,BHR
Bahrain,2002,Asylum-seekers,14,BHR
Bahrain,2002,Refugees,50,BHR
Bahrain,2003,Asylum-seekers,12,BHR
Bahrain,2003,Refugees,52,BHR
Bahrain,2004,Asylum-seekers,22,BHR
Bahrain,2004,Refugees,52,BHR
Bahrain,2005,Asylum-seekers,27,BHR
Bahrain,2005,Refugees,41,BHR
Bahrain,2006,Asylum-seekers,20,BHR
Bahrain,2006,Refugees,62,BHR
Bahrain,2007,Asylum-seekers,18,BHR
Bahrain,2007,Refugees,73,BHR
Bahrain,2008,Asylum-seekers,13,BHR
Bahrain,2008,Refugees,80,BHR
Bahrain,2009,Asylum-seekers,4,BHR
Bahrain,2009,Refugees,79,BHR
Bahrain,2010,Asylum-seekers,26,BHR
Bahrain,2010,Refugees,87,BHR
Bahrain,2011,Asylum-seekers,76,BHR
Bahrain,2011,Refugees,215,BHR
Bahrain,2012,Asylum-seekers,110,BHR
Bahrain,2012,Refugees,297,BHR
Bahrain,2013,Asylum-seekers,91,BHR
Bahrain,2013,Refugees,275,BHR
Bahrain,2014,Asylum-seekers,101,BHR
Bahrain,2014,Refugees,347,BHR
Bahrain,2015,Asylum-seekers,89,BHR
Bahrain,2015,Refugees,421,BHR
Bahrain,2016,Asylum-seekers,95,BHR
Bahrain,2016,Refugees,462,BHR
Bahrain,2017,Asylum-seekers,165,BHR
Bahrain,2017,Refugees,487,BHR
Bangladesh,1987,Refugees,2,BGD
Bangladesh,1988,Refugees,6,BGD
Bangladesh,1989,Refugees,6,BGD
Bangladesh,1990,Refugees,477,BGD
Bangladesh,1991,Refugees,611,BGD
Bangladesh,1992,Refugees,53921,BGD
Bangladesh,1993,Refugees,57158,BGD
Bangladesh,1994,Refugees,56199,BGD
Bangladesh,1995,Refugees,56956,BGD
Bangladesh,1996,Refugees,57959,BGD
Bangladesh,1997,Refugees,44373,BGD
Bangladesh,1998,Refugees,4658,BGD
Bangladesh,1999,Refugees,4468,BGD
Bangladesh,2000,Asylum-seekers,3322,BGD
Bangladesh,2000,Refugees,5401,BGD
Bangladesh,2001,Asylum-seekers,3449,BGD
Bangladesh,2001,Refugees,5548,BGD
Bangladesh,2002,Asylum-seekers,4828,BGD
Bangladesh,2002,Refugees,5808,BGD
Bangladesh,2003,Asylum-seekers,8271,BGD
Bangladesh,2003,Refugees,5565,BGD
Bangladesh,2004,Asylum-seekers,9346,BGD
Bangladesh,2004,Refugees,5731,BGD
Bangladesh,2005,Asylum-seekers,10166,BGD
Bangladesh,2005,Refugees,7304,BGD
Bangladesh,2006,Asylum-seekers,4022,BGD
Bangladesh,2006,Refugees,7803,BGD
Bangladesh,2007,Asylum-seekers,7335,BGD
Bangladesh,2007,Refugees,10243,BGD
Bangladesh,2008,Asylum-seekers,6711,BGD
Bangladesh,2008,Refugees,10098,BGD
Bangladesh,2009,Asylum-seekers,1826,BGD
Bangladesh,2009,Refugees,10432,BGD
Bangladesh,2010,Asylum-seekers,6510,BGD
Bangladesh,2010,Refugees,10049,BGD
Bangladesh,2011,Asylum-seekers,5252,BGD
Bangladesh,2011,Refugees,10056,BGD
Bangladesh,2012,Asylum-seekers,8184,BGD
Bangladesh,2012,Refugees,10161,BGD
Bangladesh,2013,Asylum-seekers,22870,BGD
Bangladesh,2013,Refugees,9728,BGD
Bangladesh,2014,Asylum-seekers,22080,BGD
Bangladesh,2014,Refugees,10883,BGD
Bangladesh,2015,Asylum-seekers,30558,BGD
Bangladesh,2015,Refugees,12173,BGD
Bangladesh,2016,Asylum-seekers,25931,BGD
Bangladesh,2016,Refugees,13850,BGD
Bangladesh,2017,Asylum-seekers,68092,BGD
Bangladesh,2017,Refugees,16755,BGD
Barbados,1994,Refugees,4,BRB
Barbados,1995,Refugees,3,BRB
Barbados,1996,Refugees,2,BRB
Barbados,1997,Refugees,3,BRB
Barbados,1998,Refugees,5,BRB
Barbados,1999,Refugees,4,BRB
Barbados,2000,Asylum-seekers,10,BRB
Barbados,2000,Refugees,8,BRB
Barbados,2001,Asylum-seekers,24,BRB
Barbados,2001,Refugees,7,BRB
Barbados,2002,Asylum-seekers,61,BRB
Barbados,2002,Refugees,9,BRB
Barbados,2003,Asylum-seekers,45,BRB
Barbados,2003,Refugees,11,BRB
Barbados,2004,Asylum-seekers,15,BRB
Barbados,2004,Refugees,7,BRB
Barbados,2005,Asylum-seekers,21,BRB
Barbados,2005,Refugees,8,BRB
Barbados,2006,Asylum-seekers,38,BRB
Barbados,2006,Refugees,28,BRB
Barbados,2007,Asylum-seekers,32,BRB
Barbados,2007,Refugees,38,BRB
Barbados,2008,Asylum-seekers,49,BRB
Barbados,2008,Refugees,34,BRB
Barbados,2009,Asylum-seekers,66,BRB
Barbados,2009,Refugees,29,BRB
Barbados,2010,Asylum-seekers,63,BRB
Barbados,2010,Refugees,32,BRB
Barbados,2011,Asylum-seekers,75,BRB
Barbados,2011,Refugees,45,BRB
Barbados,2012,Asylum-seekers,59,BRB
Barbados,2012,Refugees,55,BRB
Barbados,2013,Asylum-seekers,48,BRB
Barbados,2013,Refugees,67,BRB
Barbados,2014,Asylum-seekers,20,BRB
Barbados,2014,Refugees,86,BRB
Barbados,2015,Asylum-seekers,25,BRB
Barbados,2015,Refugees,99,BRB
Barbados,2016,Asylum-seekers,45,BRB
Barbados,2016,Refugees,148,BRB
Barbados,2017,Asylum-seekers,74,BRB
Barbados,2017,Refugees,167,BRB
Belarus,1993,Refugees,2,BLR
Belarus,1994,Refugees,37,BLR
Belarus,1995,Refugees,84,BLR
Belarus,1996,Refugees,501,BLR
Belarus,1997,Refugees,303,BLR
Belarus,1998,Refugees,290,BLR
Belarus,1999,Refugees,1507,BLR
Belarus,2000,Asylum-seekers,771,BLR
Belarus,2000,Refugees,2519,BLR
Belarus,2001,Asylum-seekers,1134,BLR
Belarus,2001,Refugees,3696,BLR
Belarus,2002,Asylum-seekers,2077,BLR
Belarus,2002,Refugees,6364,BLR
Belarus,2003,Asylum-seekers,2098,BLR
Belarus,2003,Refugees,7815,BLR
Belarus,2004,Asylum-seekers,1410,BLR
Belarus,2004,Refugees,8231,BLR
Belarus,2005,Asylum-seekers,1431,BLR
Belarus,2005,Refugees,8857,BLR
Belarus,2006,Asylum-seekers,1709,BLR
Belarus,2006,Refugees,9371,BLR
Belarus,2007,Asylum-seekers,1207,BLR
Belarus,2007,Refugees,4970,BLR
Belarus,2008,Asylum-seekers,1079,BLR
Belarus,2008,Refugees,5384,BLR
Belarus,2009,Asylum-seekers,981,BLR
Belarus,2009,Refugees,5525,BLR
Belarus,2010,Asylum-seekers,739,BLR
Belarus,2010,Refugees,5743,BLR
Belarus,2011,Asylum-seekers,914,BLR
Belarus,2011,Refugees,5925,BLR
Belarus,2012,Asylum-seekers,1023,BLR
Belarus,2012,Refugees,6191,BLR
Belarus,2013,Asylum-seekers,879,BLR
Belarus,2013,Refugees,4397,BLR
Belarus,2014,Asylum-seekers,985,BLR
Belarus,2014,Refugees,4300,BLR
Belarus,2015,Asylum-seekers,1477,BLR
Belarus,2015,Refugees,4125,BLR
Belarus,2016,Asylum-seekers,1940,BLR
Belarus,2016,Refugees,3840,BLR
Belarus,2017,Asylum-seekers,2856,BLR
Belarus,2017,Refugees,3635,BLR
Belgium,1994,Refugees,2,BEL
Belgium,1995,Refugees,3,BEL
Belgium,1996,Refugees,5,BEL
Belgium,1997,Refugees,10,BEL
Belgium,1998,Refugees,14,BEL
Belgium,1999,Refugees,16,BEL
Belgium,2000,Asylum-seekers,21,BEL
Belgium,2000,Refugees,19,BEL
Belgium,2001,Asylum-seekers,22,BEL
Belgium,2001,Refugees,13,BEL
Belgium,2002,Asylum-seekers,24,BEL
Belgium,2002,Refugees,27,BEL
Belgium,2003,Asylum-seekers,13,BEL
Belgium,2003,Refugees,40,BEL
Belgium,2004,Asylum-seekers,23,BEL
Belgium,2004,Refugees,45,BEL
Belgium,2005,Asylum-seekers,22,BEL
Belgium,2005,Refugees,95,BEL
Belgium,2006,Asylum-seekers,35,BEL
Belgium,2006,Refugees,64,BEL
Belgium,2007,Asylum-seekers,9,BEL
Belgium,2007,Refugees,60,BEL
Belgium,2008,Asylum-seekers,28,BEL
Belgium,2008,Refugees,61,BEL
Belgium,2009,Asylum-seekers,26,BEL
Belgium,2009,Refugees,71,BEL
Belgium,2010,Asylum-seekers,9,BEL
Belgium,2010,Refugees,83,BEL
Belgium,2011,Asylum-seekers,4,BEL
Belgium,2011,Refugees,90,BEL
Belgium,2012,Asylum-seekers,16,BEL
Belgium,2012,Refugees,93,BEL
Belgium,2013,Asylum-seekers,31,BEL
Belgium,2013,Refugees,78,BEL
Belgium,2014,Asylum-seekers,23,BEL
Belgium,2014,Refugees,75,BEL
Belgium,2015,Asylum-seekers,35,BEL
Belgium,2015,Refugees,65,BEL
Belgium,2016,Asylum-seekers,21,BEL
Belgium,2016,Refugees,45,BEL
Belgium,2017,Asylum-seekers,33,BEL
Belgium,2017,Refugees,52,BEL
Belize,1994,Refugees,8,BLZ
Belize,1995,Refugees,8,BLZ
Belize,1996,Refugees,3,BLZ
Belize,1999,Refugees,11,BLZ
Belize,2000,Asylum-seekers,15,BLZ
Belize,2000,Refugees,12,BLZ
Belize,2001,Asylum-seekers,28,BLZ
Belize,2002,Asylum-seekers,35,BLZ
Belize,2002,Refugees,1,BLZ
Belize,2003,Asylum-seekers,27,BLZ
Belize,2003,Refugees,10,BLZ
Belize,2004,Asylum-seekers,23,BLZ
Belize,2004,Refugees,9,BLZ
Belize,2005,Asylum-seekers,24,BLZ
Belize,2005,Refugees,8,BLZ
Belize,2006,Asylum-seekers,15,BLZ
Belize,2006,Refugees,18,BLZ
Belize,2007,Asylum-seekers,15,BLZ
Belize,2007,Refugees,17,BLZ
Belize,2008,Asylum-seekers,19,BLZ
Belize,2008,Refugees,20,BLZ
Belize,2009,Asylum-seekers,19,BLZ
Belize,2009,Refugees,17,BLZ
Belize,2010,Asylum-seekers,10,BLZ
Belize,2010,Refugees,23,BLZ
Belize,2011,Asylum-seekers,18,BLZ
Belize,2011,Refugees,32,BLZ
Belize,2012,Asylum-seekers,8,BLZ
Belize,2012,Refugees,39,BLZ
Belize,2013,Asylum-seekers,55,BLZ
Belize,2013,Refugees,40,BLZ
Belize,2014,Asylum-seekers,84,BLZ
Belize,2014,Refugees,45,BLZ
Belize,2015,Asylum-seekers,98,BLZ
Belize,2015,Refugees,51,BLZ
Belize,2016,Asylum-seekers,160,BLZ
Belize,2016,Refugees,57,BLZ
Belize,2017,Asylum-seekers,207,BLZ
Belize,2017,Refugees,59,BLZ
Benin,1976,Refugees,100,BEN
Benin,1978,Refugees,200,BEN
Benin,1979,Refugees,200,BEN
Benin,1986,Refugees,50,BEN
Benin,1987,Refugees,50,BEN
Benin,1988,Refugees,50,BEN
Benin,1989,Refugees,62,BEN
Benin,1990,Refugees,2,BEN
Benin,1991,Refugees,4,BEN
Benin,1992,Refugees,4,BEN
Benin,1993,Refugees,68,BEN
Benin,1994,Refugees,77,BEN
Benin,1995,Refugees,54,BEN
Benin,1996,Refugees,46,BEN
Benin,1997,Refugees,46,BEN
Benin,1998,Refugees,56,BEN
Benin,1999,Refugees,52,BEN
Benin,2000,Asylum-seekers,144,BEN
Benin,2000,Refugees,54,BEN
Benin,2001,Asylum-seekers,183,BEN
Benin,2001,Refugees,55,BEN
Benin,2002,Asylum-seekers,231,BEN
Benin,2002,Refugees,232,BEN
Benin,2003,Asylum-seekers,260,BEN
Benin,2003,Refugees,282,BEN
Benin,2004,Asylum-seekers,215,BEN
Benin,2004,Refugees,309,BEN
Benin,2005,Asylum-seekers,272,BEN
Benin,2005,Refugees,411,BEN
Benin,2006,Asylum-seekers,160,BEN
Benin,2006,Refugees,215,BEN
Benin,2007,Asylum-seekers,169,BEN
Benin,2007,Refugees,271,BEN
Benin,2008,Asylum-seekers,187,BEN
Benin,2008,Refugees,318,BEN
Benin,2009,Asylum-seekers,197,BEN
Benin,2009,Refugees,411,BEN
Benin,2010,Asylum-seekers,235,BEN
Benin,2010,Refugees,442,BEN
Benin,2011,Asylum-seekers,274,BEN
Benin,2011,Refugees,461,BEN
Benin,2012,Asylum-seekers,442,BEN
Benin,2012,Refugees,457,BEN
Benin,2013,Asylum-seekers,518,BEN
Benin,2013,Refugees,302,BEN
Benin,2014,Asylum-seekers,721,BEN
Benin,2014,Refugees,340,BEN
Benin,2015,Asylum-seekers,1164,BEN
Benin,2015,Refugees,412,BEN
Benin,2016,Asylum-seekers,1174,BEN
Benin,2016,Refugees,489,BEN
Benin,2017,Asylum-seekers,1110,BEN
Benin,2017,Refugees,557,BEN
Bermuda,1998,Refugees,1,BMU
Bermuda,1999,Refugees,1,BMU
Bermuda,2000,Refugees,1,BMU
Bermuda,2001,Refugees,1,BMU
Bermuda,2002,Refugees,1,BMU
Bermuda,2003,Asylum-seekers,2,BMU
Bermuda,2004,Asylum-seekers,1,BMU
Bermuda,2005,Asylum-seekers,3,BMU
Bermuda,2005,Refugees,2,BMU
Bermuda,2006,Asylum-seekers,2,BMU
Bermuda,2009,Asylum-seekers,0,BMU
Bermuda,2010,Asylum-seekers,1,BMU
Bermuda,2011,Asylum-seekers,5,BMU
Bermuda,2012,Asylum-seekers,4,BMU
Bermuda,2013,Asylum-seekers,1,BMU
Bermuda,2014,Asylum-seekers,0,BMU
Bermuda,2014,Refugees,0,BMU
Bermuda,2016,Asylum-seekers,2,BMU
Bermuda,2016,Refugees,0,BMU
Bhutan,1991,Refugees,9504,BTN
Bhutan,1992,Refugees,75442,BTN
Bhutan,1993,Refugees,85334,BTN
Bhutan,1994,Refugees,103271,BTN
Bhutan,1995,Refugees,104750,BTN
Bhutan,1996,Refugees,106822,BTN
Bhutan,1997,Refugees,108703,BTN
Bhutan,1998,Refugees,105689,BTN
Bhutan,1999,Refugees,107619,BTN
Bhutan,2000,Asylum-seekers,44,BTN
Bhutan,2000,Refugees,108945,BTN
Bhutan,2001,Asylum-seekers,68,BTN
Bhutan,2001,Refugees,110845,BTN
Bhutan,2002,Asylum-seekers,55,BTN
Bhutan,2002,Refugees,112523,BTN
Bhutan,2003,Asylum-seekers,244,BTN
Bhutan,2003,Refugees,103978,BTN
Bhutan,2004,Asylum-seekers,485,BTN
Bhutan,2004,Refugees,105255,BTN
Bhutan,2005,Asylum-seekers,1110,BTN
Bhutan,2005,Refugees,106537,BTN
Bhutan,2006,Asylum-seekers,1457,BTN
Bhutan,2006,Refugees,108073,BTN
Bhutan,2007,Asylum-seekers,1643,BTN
Bhutan,2007,Refugees,110598,BTN
Bhutan,2008,Asylum-seekers,1091,BTN
Bhutan,2008,Refugees,104965,BTN
Bhutan,2009,Asylum-seekers,1008,BTN
Bhutan,2009,Refugees,89070,BTN
Bhutan,2010,Asylum-seekers,1022,BTN
Bhutan,2010,Refugees,75070,BTN
Bhutan,2011,Asylum-seekers,1020,BTN
Bhutan,2011,Refugees,57989,BTN
Bhutan,2012,Asylum-seekers,103,BTN
Bhutan,2012,Refugees,41590,BTN
Bhutan,2013,Asylum-seekers,167,BTN
Bhutan,2013,Refugees,31567,BTN
Bhutan,2014,Asylum-seekers,192,BTN
Bhutan,2014,Refugees,23642,BTN
Bhutan,2015,Asylum-seekers,227,BTN
Bhutan,2015,Refugees,17720,BTN
Bhutan,2016,Asylum-seekers,286,BTN
Bhutan,2016,Refugees,11757,BTN
Bhutan,2017,Asylum-seekers,397,BTN
Bhutan,2017,Refugees,7929,BTN
Bolivia (Plurinational State of),1970,Refugees,1400,BOL
Bolivia (Plurinational State of),1971,Refugees,2930,BOL
Bolivia (Plurinational State of),1972,Refugees,1730,BOL
Bolivia (Plurinational State of),1974,Refugees,1650,BOL
Bolivia (Plurinational State of),1975,Refugees,90,BOL
Bolivia (Plurinational State of),1976,Refugees,60,BOL
Bolivia (Plurinational State of),1980,Refugees,170,BOL
Bolivia (Plurinational State of),1981,Refugees,101,BOL
Bolivia (Plurinational State of),1982,Refugees,271,BOL
Bolivia (Plurinational State of),1983,Refugees,1,BOL
Bolivia (Plurinational State of),1984,Refugees,1,BOL
Bolivia (Plurinational State of),1985,Refugees,1,BOL
Bolivia (Plurinational State of),1986,Refugees,1,BOL
Bolivia (Plurinational State of),1987,Refugees,1,BOL
Bolivia (Plurinational State of),1988,Refugees,2,BOL
Bolivia (Plurinational State of),1989,Refugees,28,BOL
Bolivia (Plurinational State of),1990,Refugees,731,BOL
Bolivia (Plurinational State of),1991,Refugees,67,BOL
Bolivia (Plurinational State of),1992,Refugees,28,BOL
Bolivia (Plurinational State of),1993,Refugees,41,BOL
Bolivia (Plurinational State of),1994,Refugees,177,BOL
Bolivia (Plurinational State of),1995,Refugees,180,BOL
Bolivia (Plurinational State of),1996,Refugees,177,BOL
Bolivia (Plurinational State of),1997,Refugees,161,BOL
Bolivia (Plurinational State of),1998,Refugees,183,BOL
Bolivia (Plurinational State of),1999,Refugees,174,BOL
Bolivia (Plurinational State of),2000,Asylum-seekers,125,BOL
Bolivia (Plurinational State of),2000,Refugees,175,BOL
Bolivia (Plurinational State of),2001,Asylum-seekers,160,BOL
Bolivia (Plurinational State of),2001,Refugees,156,BOL
Bolivia (Plurinational State of),2002,Asylum-seekers,490,BOL
Bolivia (Plurinational State of),2002,Refugees,219,BOL
Bolivia (Plurinational State of),2003,Asylum-seekers,487,BOL
Bolivia (Plurinational State of),2003,Refugees,264,BOL
Bolivia (Plurinational State of),2004,Asylum-seekers,385,BOL
Bolivia (Plurinational State of),2004,Refugees,285,BOL
Bolivia (Plurinational State of),2005,Asylum-seekers,353,BOL
Bolivia (Plurinational State of),2005,Refugees,269,BOL
Bolivia (Plurinational State of),2006,Asylum-seekers,429,BOL
Bolivia (Plurinational State of),2006,Refugees,374,BOL
Bolivia (Plurinational State of),2007,Asylum-seekers,423,BOL
Bolivia (Plurinational State of),2007,Refugees,428,BOL
Bolivia (Plurinational State of),2008,Asylum-seekers,161,BOL
Bolivia (Plurinational State of),2008,Refugees,454,BOL
Bolivia (Plurinational State of),2009,Asylum-seekers,165,BOL
Bolivia (Plurinational State of),2009,Refugees,573,BOL
Bolivia (Plurinational State of),2010,Asylum-seekers,137,BOL
Bolivia (Plurinational State of),2010,Refugees,590,BOL
Bolivia (Plurinational State of),2011,Asylum-seekers,153,BOL
Bolivia (Plurinational State of),2011,Refugees,611,BOL
Bolivia (Plurinational State of),2012,Asylum-seekers,167,BOL
Bolivia (Plurinational State of),2012,Refugees,618,BOL
Bolivia (Plurinational State of),2013,Asylum-seekers,214,BOL
Bolivia (Plurinational State of),2013,Refugees,601,BOL
Bolivia (Plurinational State of),2014,Asylum-seekers,271,BOL
Bolivia (Plurinational State of),2014,Refugees,600,BOL
Bolivia (Plurinational State of),2015,Asylum-seekers,350,BOL
Bolivia (Plurinational State of),2015,Refugees,571,BOL
Bolivia (Plurinational State of),2016,Asylum-seekers,422,BOL
Bolivia (Plurinational State of),2016,Refugees,537,BOL
Bolivia (Plurinational State of),2017,Asylum-seekers,856,BOL
Bolivia (Plurinational State of),2017,Refugees,505,BOL
Bosnia and Herzegovina,1992,Refugees,437501,BIH
Bosnia and Herzegovina,1993,Refugees,618427,BIH
Bosnia and Herzegovina,1994,Refugees,776084,BIH
Bosnia and Herzegovina,1995,Refugees,769753,BIH
Bosnia and Herzegovina,1996,Refugees,993868,BIH
Bosnia and Herzegovina,1997,Refugees,849241,BIH
Bosnia and Herzegovina,1998,Refugees,640075,BIH
Bosnia and Herzegovina,1999,Refugees,598193,BIH
Bosnia and Herzegovina,2000,Asylum-seekers,4307,BIH
Bosnia and Herzegovina,2000,Refugees,504981,BIH
Bosnia and Herzegovina,2001,Asylum-seekers,4189,BIH
Bosnia and Herzegovina,2001,Refugees,447321,BIH
Bosnia and Herzegovina,2002,Asylum-seekers,5936,BIH
Bosnia and Herzegovina,2002,Refugees,406448,BIH
Bosnia and Herzegovina,2003,Asylum-seekers,2195,BIH
Bosnia and Herzegovina,2003,Refugees,300006,BIH
Bosnia and Herzegovina,2004,Asylum-seekers,1193,BIH
Bosnia and Herzegovina,2004,Refugees,228807,BIH
Bosnia and Herzegovina,2005,Asylum-seekers,1815,BIH
Bosnia and Herzegovina,2005,Refugees,109930,BIH
Bosnia and Herzegovina,2006,Asylum-seekers,1687,BIH
Bosnia and Herzegovina,2006,Refugees,199946,BIH
Bosnia and Herzegovina,2007,Asylum-seekers,1106,BIH
Bosnia and Herzegovina,2007,Refugees,78273,BIH
Bosnia and Herzegovina,2008,Asylum-seekers,1159,BIH
Bosnia and Herzegovina,2008,Refugees,74366,BIH
Bosnia and Herzegovina,2009,Asylum-seekers,1156,BIH
Bosnia and Herzegovina,2009,Refugees,70018,BIH
Bosnia and Herzegovina,2010,Asylum-seekers,1347,BIH
Bosnia and Herzegovina,2010,Refugees,63004,BIH
Bosnia and Herzegovina,2011,Asylum-seekers,1955,BIH
Bosnia and Herzegovina,2011,Refugees,58578,BIH
Bosnia and Herzegovina,2012,Asylum-seekers,2796,BIH
Bosnia and Herzegovina,2012,Refugees,51822,BIH
Bosnia and Herzegovina,2013,Asylum-seekers,4147,BIH
Bosnia and Herzegovina,2013,Refugees,26790,BIH
Bosnia and Herzegovina,2014,Asylum-seekers,6780,BIH
Bosnia and Herzegovina,2014,Refugees,21888,BIH
Bosnia and Herzegovina,2015,Asylum-seekers,7023,BIH
Bosnia and Herzegovina,2015,Refugees,18769,BIH
Bosnia and Herzegovina,2016,Asylum-seekers,3112,BIH
Bosnia and Herzegovina,2016,Refugees,18199,BIH
Bosnia and Herzegovina,2017,Asylum-seekers,1862,BIH
Bosnia and Herzegovina,2017,Refugees,17669,BIH
Botswana,1989,Refugees,3,BWA
Botswana,1990,Refugees,3,BWA
Botswana,1991,Refugees,3,BWA
Botswana,1992,Refugees,3,BWA
Botswana,1993,Refugees,4,BWA
Botswana,1994,Refugees,21,BWA
Botswana,1995,Refugees,25,BWA
Botswana,1996,Refugees,23,BWA
Botswana,1997,Refugees,17,BWA
Botswana,1998,Refugees,16,BWA
Botswana,1999,Refugees,10,BWA
Botswana,2000,Asylum-seekers,2,BWA
Botswana,2000,Refugees,3,BWA
Botswana,2001,Asylum-seekers,6,BWA
Botswana,2001,Refugees,2,BWA
Botswana,2002,Asylum-seekers,11,BWA
Botswana,2002,Refugees,5,BWA
Botswana,2003,Asylum-seekers,18,BWA
Botswana,2003,Refugees,5,BWA
Botswana,2004,Asylum-seekers,7,BWA
Botswana,2004,Refugees,6,BWA
Botswana,2005,Asylum-seekers,11,BWA
Botswana,2005,Refugees,4,BWA
Botswana,2006,Asylum-seekers,32,BWA
Botswana,2006,Refugees,11,BWA
Botswana,2007,Asylum-seekers,56,BWA
Botswana,2007,Refugees,16,BWA
Botswana,2008,Asylum-seekers,153,BWA
Botswana,2008,Refugees,26,BWA
Botswana,2009,Asylum-seekers,197,BWA
Botswana,2009,Refugees,30,BWA
Botswana,2010,Asylum-seekers,188,BWA
Botswana,2010,Refugees,53,BWA
Botswana,2011,Asylum-seekers,175,BWA
Botswana,2011,Refugees,85,BWA
Botswana,2012,Asylum-seekers,128,BWA
Botswana,2012,Refugees,127,BWA
Botswana,2013,Asylum-seekers,107,BWA
Botswana,2013,Refugees,168,BWA
Botswana,2014,Asylum-seekers,67,BWA
Botswana,2014,Refugees,237,BWA
Botswana,2015,Asylum-seekers,68,BWA
Botswana,2015,Refugees,308,BWA
Botswana,2016,Asylum-seekers,126,BWA
Botswana,2016,Refugees,272,BWA
Botswana,2017,Asylum-seekers,82,BWA
Botswana,2017,Refugees,279,BWA
Brazil,1971,Refugees,2000,BRA
Brazil,1972,Refugees,2000,BRA
Brazil,1980,Refugees,5,BRA
Brazil,1981,Refugees,5,BRA
Brazil,1982,Refugees,5,BRA
Brazil,1983,Refugees,5,BRA
Brazil,1984,Refugees,5,BRA
Brazil,1985,Refugees,5,BRA
Brazil,1986,Refugees,3,BRA
Brazil,1987,Refugees,1,BRA
Brazil,1988,Refugees,1,BRA
Brazil,1989,Refugees,6,BRA
Brazil,1990,Refugees,14,BRA
Brazil,1991,Refugees,11,BRA
Brazil,1992,Refugees,11,BRA
Brazil,1993,Refugees,12,BRA
Brazil,1994,Refugees,41,BRA
Brazil,1995,Refugees,53,BRA
Brazil,1996,Refugees,85,BRA
Brazil,1997,Refugees,104,BRA
Brazil,1998,Refugees,136,BRA
Brazil,1999,Refugees,196,BRA
Brazil,2000,Asylum-seekers,650,BRA
Brazil,2000,Refugees,224,BRA
Brazil,2001,Asylum-seekers,798,BRA
Brazil,2001,Refugees,254,BRA
Brazil,2002,Asylum-seekers,1147,BRA
Brazil,2002,Refugees,441,BRA
Brazil,2003,Asylum-seekers,1267,BRA
Brazil,2003,Refugees,378,BRA
Brazil,2004,Asylum-seekers,1017,BRA
Brazil,2004,Refugees,403,BRA
Brazil,2005,Asylum-seekers,593,BRA
Brazil,2005,Refugees,370,BRA
Brazil,2006,Asylum-seekers,433,BRA
Brazil,2006,Refugees,707,BRA
Brazil,2007,Asylum-seekers,312,BRA
Brazil,2007,Refugees,1624,BRA
Brazil,2008,Asylum-seekers,369,BRA
Brazil,2008,Refugees,1404,BRA
Brazil,2009,Asylum-seekers,374,BRA
Brazil,2009,Refugees,973,BRA
Brazil,2010,Asylum-seekers,250,BRA
Brazil,2010,Refugees,994,BRA
Brazil,2011,Asylum-seekers,201,BRA
Brazil,2011,Refugees,1045,BRA
Brazil,2012,Asylum-seekers,251,BRA
Brazil,2012,Refugees,1076,BRA
Brazil,2013,Asylum-seekers,569,BRA
Brazil,2013,Refugees,985,BRA
Brazil,2014,Asylum-seekers,1205,BRA
Brazil,2014,Refugees,977,BRA
Brazil,2015,Asylum-seekers,2159,BRA
Brazil,2015,Refugees,895,BRA
Brazil,2016,Asylum-seekers,3776,BRA
Brazil,2016,Refugees,809,BRA
Brazil,2017,Asylum-seekers,6781,BRA
Brazil,2017,Refugees,836,BRA
British Virgin Islands,2012,Asylum-seekers,0,VGB
British Virgin Islands,2014,Asylum-seekers,1,VGB
British Virgin Islands,2014,Refugees,0,VGB
Brunei Darussalam,1995,Refugees,3,BRN
Brunei Darussalam,2002,Refugees,2,BRN
Brunei Darussalam,2003,Refugees,1,BRN
Brunei Darussalam,2004,Refugees,1,BRN
Brunei Darussalam,2005,Refugees,49,BRN
Brunei Darussalam,2006,Refugees,2,BRN
Brunei Darussalam,2007,Refugees,2,BRN
Brunei Darussalam,2008,Asylum-seekers,0,BRN
Brunei Darussalam,2008,Refugees,1,BRN
Brunei Darussalam,2009,Refugees,1,BRN
Brunei Darussalam,2010,Asylum-seekers,1,BRN
Brunei Darussalam,2010,Refugees,1,BRN
Brunei Darussalam,2011,Asylum-seekers,1,BRN
Brunei Darussalam,2011,Refugees,1,BRN
Brunei Darussalam,2012,Asylum-seekers,0,BRN
Brunei Darussalam,2012,Refugees,1,BRN
Brunei Darussalam,2013,Refugees,1,BRN
Brunei Darussalam,2014,Asylum-seekers,1,BRN
Brunei Darussalam,2014,Refugees,1,BRN
Brunei Darussalam,2015,Asylum-seekers,5,BRN
Brunei Darussalam,2015,Refugees,0,BRN
Brunei Darussalam,2016,Asylum-seekers,4,BRN
Brunei Darussalam,2016,Refugees,1,BRN
Brunei Darussalam,2017,Asylum-seekers,10,BRN
Brunei Darussalam,2017,Refugees,0,BRN
Bulgaria,1969,Refugees,90,BGR
Bulgaria,1970,Refugees,320,BGR
Bulgaria,1971,Refugees,340,BGR
Bulgaria,1972,Refugees,340,BGR
Bulgaria,1973,Refugees,340,BGR
Bulgaria,1974,Refugees,300,BGR
Bulgaria,1975,Refugees,300,BGR
Bulgaria,1978,Refugees,290,BGR
